BEseecheth	BEseecheth	vvz	BEseecheth	beseech	0
Mo	Mo	zz	Mo	mo	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
sent	sent	n1	sent	scent	0
down	down	a-acp	down	down	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
House	House	n1	House	house	0
of	of	pp-f	of	of	0
Commons	Commons	n2	Commons	commons	0
agreed	agreed	vvn	agreed	agree	0
on	on	p-acp	on	on	0
both	both	d	both	both	0
parts	parts	n2	parts	part	0
,	,	,	,	,	0
that	that	cst	that	that	0
a	a	dt	a	a	0
Confe	Confe	n1	Confe	confe	0
∣	∣	sy	∣	∣	0
rence	rence	vvi	rence	rinse	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
had	had	vhn	had	have	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
the	the	dt	the	the	0
aforesaid	aforesaid	j	aforesaid	aforesaid	0
se	se	zz	se	se	0
∣	∣	sy	∣	∣	0
lected	lected	vvn	lected	lect	0
persons	persons	n2	persons	person	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
House	House	n1	House	house	0
of	of	pp-f	of	of	0
Commons	Commons	n2	Commons	commons	0
,	,	,	,	,	0
or	or	cc	or	or	0
so	so	av	so	so	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
as	as	c-acp	as	as	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
needful	needful	j	needful	needful	0
should	should	vmd	should	shall	0
meet	meet	vvi	meet	meet	0
with	with	p-acp	with	with	0
divers	divers	j	diverse	diverse	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Upper	Upper	jc	Upper	upper	0
House	House	n1	House	house	0
(	(	(	(	(	0
being	being	vbg	being	be	0
nominated	nominated	vvn	nominated	nominate	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
House	House	n1	House	house	0
for	for	p-acp	for	for	0
that	that	d	that	that	0
purpose	purpose	n1	purpose	purpose	0
)	)	)	)	)	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
outward	outward	j	outward	outward	0
great	great	j	great	great	0
Chamber	Chamber	n1	Chamber	chamber	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
Chamber	Chamber	n1	Chamber	chamber	0
of	of	pp-f	of	of	0
Parliament	Parliament	n1	Parliament	parliament	0
presence	presence	n1	presence	presence	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
debate	debate	vvi	debate	debate	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
and	and	cc	and	and	0
bring	bring	vvi	bring	bring	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
conclusion	conclusion	n1	conclusion	conclusion	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
Meeting	Meeting	n1	Meeting	meeting	0
and	and	cc	and	and	0
Conference	Conference	n1	Conference	conference	0
being	being	vbg	being	be	0
assented	assented	vvd	assented	assent	0
unto	unto	p-acp	unto	unto	0
,	,	,	,	,	0
and	and	cc	and	and	0
afterwards	afterwards	av	afterwards	afterward	0
accordingly	accordingly	av-vvg	accordingly	accord	0
there	there	pc-acp	there	there	0
performed	performed	vvn	performed	perform	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
....	....	....	....	....	0
of	of	pp-f	of	of	0
January	January	np1	January	January	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Questions	Questions	n2	Questions	question	0
debated	debated	vvn	debated	debate	0
and	and	cc	and	and	0
the	the	dt	the	the	0
reasons	reasons	n2	reasons	reason	0
and	and	cc	and	and	0
observation	observation	n1	observation	observation	0
of	of	pp-f	of	of	0
former	former	j	former	former	0
time	time	n1	time	time	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
aforesaid	aforesaid	j	aforesaid	aforesaid	0
Order	Order	n1	Order	order	0
and	and	cc	and	and	0
Custom	Custom	n1	Custom	custom	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
House	House	n1	House	house	0
being	being	vbg	being	be	0
alledged	alledged	vvn	alleged	allege	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Archbishop	Archbishop	n1	Archbishop	archbishop	0
of	of	pp-f	of	of	0
Can	Can	vmb	Can	can	0
∣	∣	sy	∣	∣	0
terbury	terbury	vvb	terbury	terbury	0
,	,	,	,	,	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Burleigh	Burleigh	np1	Burleigh	Burleigh	0
Lord	Lord	n1	Lord	lord	0
Treasurer	Treasurer	n1	Treasurer	treasurer	0
,	,	,	,	,	0
the	the	dt	the	the	0
Earl	Earl	n1	Earl	earl	0
of	of	pp-f	of	of	0
Nottingham	Nottingham	np1	Nottingham	Nottingham	0
Lord	Lord	n1	Lord	lord	0
Admiral	Admiral	n1	Admiral	admiral	0
,	,	,	,	,	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
North	North	n1	North	north	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Buckhurst	Buckhurst	np1	Buckhurst	Buckhurst	0
,	,	,	,	,	0
that	that	cst	that	that	0
had	had	vhd	had	have	0
been	been	vbn	been	be	0
present	present	j	present	present	0
in	in	p-acp	in	in	0
many	many	d	many	many	0
Parliaments	Parliaments	n2	Parliaments	parliament	0
,	,	,	,	,	0
(	(	(	(	(	0
and	and	cc	and	and	0
especially	especially	av-j	especially	especial	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Treasurer	Treasurer	n1	Treasurer	treasurer	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
ancient	ancient	j	ancient	ancient	0
Parliament	Parliament	n1	Parliament	parliament	0
Man	Man	n1	Man	man	0
)	)	)	)	)	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
found	found	vvn	found	find	0
and	and	cc	and	and	0
observed	observed	vvd	observed	observe	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Order	Order	n1	Order	order	0
and	and	cc	and	and	0
Custom	Custom	n1	Custom	custom	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
House	House	n1	House	house	0
was	was	vbds	was	be	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
before	before	p-acp	before	before	0
writ	writ	vvn	writ	write	0
∣	∣	sy	∣	∣	0
ten	ten	crd	ten	ten	0
;	;	;	;	;	0
videlicet	videlicet	fw-la	videlicet	videlicet	0
,	,	,	,	,	0
that	that	cst	that	that	0
when	when	c-crq	when	when	0
any	any	d	any	any	0
Bills	Bills	n2	Bills	bill	0
or	or	cc	or	or	0
Messages	Messages	n2	Messages	message	0
are	are	vbr	are	be	0
brought	brought	vvn	brought	bring	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
House	House	n1	House	house	0
of	of	pp-f	of	of	0
Commons	Commons	n2	Commons	commons	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
presented	presented	vvn	presented	present	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Upper	Upper	jc	Upper	upper	0
House	House	n1	House	house	0
,	,	,	,	,	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Keeper	Keeper	n1	Keeper	keeper	0
and	and	cc	and	and	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
arise	arise	vvi	arise	arise	0
from	from	p-acp	from	from	0
their	their	po32	their	their	0
places	places	n2	places	place	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
go	go	vvi	go	go	0
down	down	a-acp	down	down	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Bar	Bar	n1	Bar	bar	0
,	,	,	,	,	0
there	there	a-acp	there	there	0
to	to	pc-acp	to	to	0
meet	meet	vvi	meet	meet	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
come	come	vvb	come	come	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
House	House	n1	House	house	0
of	of	pp-f	of	of	0
Commons	Commons	n2	Commons	commons	0
,	,	,	,	,	0
and	and	cc	and	and	0
from	from	p-acp	from	from	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
receive	receive	vvi	receive	receive	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
place	place	n1	place	place	0
their	their	po32	their	their	0
Messages	Messages	n2	Messages	message	0
or	or	cc	or	or	0
Bills	Bills	n2	Bills	bill	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
contrariwise	contrariwise	av	contrariwise	contrariwise	0
when	when	c-crq	when	when	0
any	any	d	any	any	0
Answer	Answer	n1	Answer	answer	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
delivered	delivered	vvn	delivered	deliver	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Keeper	Keeper	n1	Keeper	keeper	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
name	name	n1	name	name	0
and	and	cc	and	and	0
behalf	behalf	n1	behalf	behalf	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
House	House	n1	House	house	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
Knights	Knights	n2	Knights	knight	0
and	and	cc	and	and	0
Bur	Bur	np1	Bur	Bur	0
∣	∣	sy	∣	∣	0
gesses	gesses	vvz	guesses	guess	0
as	as	c-acp	as	as	0
come	come	vvn	come	come	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
House	House	n1	House	house	0
of	of	pp-f	of	of	0
Commons	Commons	n2	Commons	commons	0
,	,	,	,	,	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Knights	Knights	n2	Knights	knight	0
and	and	cc	and	and	0
Burgesses	Burgesses	n2	Burgesses	burgess	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
receive	receive	vvi	receive	receive	0
the	the	dt	the	the	0
same	same	d	same	same	0
standing	standing	vvg	standing	stand	0
towards	towards	p-acp	towards	towards	0
the	the	dt	the	the	0
lower	lower	jc	lower	low	0
end	end	n1	end	end	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Upper	Upper	j	Upper	upper	0
house	house	n1	house	house	0
without	without	p-acp	without	without	0
the	the	dt	the	the	0
Bar	Bar	n1	Bar	bar	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Keeper	Keeper	n1	Keeper	keeper	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
deliver	deliver	vvi	deliver	deliver	0
the	the	dt	the	the	0
same	same	d	same	same	0
sitting	sitting	vvg	sitting	sit	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
place	place	n1	place	place	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
Head	Head	n1	Head	head	0
covered	covered	vvn	covered	cover	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
keep	keep	vvb	keep	keep	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
their	their	po32	their	their	0
places	places	n2	places	place	0
.	.	.	.	.	1
And	And	cc	And	and	0
thereupon	thereupon	av	thereupon	thereupon	0
the	the	dt	the	the	0
House	House	n1	House	house	0
of	of	pp-f	of	of	0
Commons	Commons	n2	Commons	commons	0
was	was	vbds	was	be	0
satisfied	satisfied	vvn	satisfied	satisfy	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
same	same	d	same	same	0
form	form	n1	from	form	0
was	was	vbds	was	be	0
afterwards	afterwards	av	afterwards	afterward	0
kept	kept	vvn	kept	keep	0
accordingly	accordingly	av-vvg	accordingly	accord	0
.	.	.	.	.	1
On	On	p-acp	On	on	0
Friday	Friday	np1	Friday	Friday	0
the	the	dt	the	the	0
20th	20th	ord	20th	20th	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
January	January	np1	January	January	0
,	,	,	,	,	0
the	the	cs	the	than	0
An	An	dt	And	a	0
∣	∣	sy	∣	∣	0
swer	swer	n1	swer	swer	0
that	that	cst	that	that	0
came	came	vvd	came	come	0
yesterday	yesterday	av-an	yesterday	yesterday	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
House	House	n1	House	house	0
of	of	pp-f	of	of	0
Com	Com	np1	Com	Com	0
∣	∣	sy	∣	∣	0
mons	mons	fw-la	mons	mons	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Objections	Objections	n2	Objections	objection	0
taken	taken	vvn	taken	take	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
Lordships	Lordships	n2	Lordship's	lordship	0
to	to	p-acp	to	to	0
some	some	d	some	some	0
points	points	n2	points	point	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Bill	Bill	n1	Bill	bill	0
Intituled	Intituled	vvn	Entitled	entitle	0
An	An	dt	And	a	0
Act	Act	n1	Act	act	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
encrease	encrease	n1	increase	increase	0
of	of	pp-f	of	of	0
people	people	n1	people	people	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
service	service	n1	service	service	0
and	and	cc	and	and	0
defence	defence	n1	defence	defence	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Realm	Realm	n1	Realm	realm	0
,	,	,	,	,	0
was	was	vbds	was	be	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Order	Order	n1	Order	order	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
House	House	n1	House	house	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
ferr'd	ferr'd	vvn	ferred	fer	0
and	and	cc	and	and	0
delivered	delivered	vvn	delivered	deliver	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
Committees	Committees	n2	Committees	committee	0
formerly	formerly	av-j	formerly	former	0
appointed	appointed	vvn	appointed	appoint	0
upon	upon	p-acp	upon	upon	0
that	that	d	that	that	0
Bill	Bill	n1	Bill	bill	0
,	,	,	,	,	0
on	on	p-acp	on	on	0
Tuesday	Tuesday	np1	Tuesday	Tuesday	0
the	the	dt	the	the	0
20th	20th	ord	20th	20th	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
December	December	np1	December	December	0
foregoing	foregoing	vvg	foregoing	forego	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
were	were	vbdr	were	be	0
required	required	vvn	required	require	0
to	to	pc-acp	to	to	0
consider	consider	vvi	consider	consider	0
thereof	thereof	av	thereof	thereof	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
their	their	po32	their	their	0
Report	Report	n1	Report	report	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Opinions	Opinions	n2	Opinions	opinion	0
concerning	concerning	vvg	concerning	concern	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
The	The	dt	The	the	0
Bill	Bill	n1	Bill	bill	0
for	for	p-acp	for	for	0
punishment	punishment	n1	punishment	punishment	0
of	of	pp-f	of	of	0
Rogues	Rogues	n2	Rogues	rogue	0
,	,	,	,	,	0
Vagabonds	Vagabonds	n2	Vagabonds	vagabond	0
and	and	cc	and	and	0
Sturdy	Sturdy	j	Sturdy	sturdy	0
Beggars	Beggars	n2	Beggars	beggar	0
was	was	vbds	was	be	0
read	read	vvn	read	read	0
primâ	primâ	fw-la	primâ	primâ	0
vice	vice	fw-la	vice	vice	0
,	,	,	,	,	0
A	A	av	A	a	0
for	for	c-acp	for	for	0
∣	∣	sy	∣	∣	0
mer	mer	uh	mere	mer	0
Bill	Bill	n1	Bill	bill	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
nature	nature	n1	nature	nature	0
having	having	vhg	having	have	0
been	been	vbn	been	be	0
rejected	rejected	vvn	rejected	reject	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
House	House	n1	House	house	0
of	of	pp-f	of	of	0
Commons	Commons	n2	Commons	commons	0
.	.	.	.	.	1
The	The	dt	The	the	0
Bill	Bill	n1	Bill	bill	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
maintenance	maintenance	n1	maintenance	maintenance	0
of	of	pp-f	of	of	0
Husbandry	Husbandry	n1	Husbandry	husbandry	0
and	and	cc	and	and	0
Tillage	Tillage	n1	Tillage	tillage	0
was	was	vbds	was	be	0
read	read	vvn	read	read	0
tertiâ	tertiâ	fw-la	tertiâ	tertiâ	0
vice	vice	fw-la	vice	vice	0
;	;	;	;	;	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Amend	Amend	vvb	Amend	amend	0
∣	∣	sy	∣	∣	0
ments	ments	n2	ments	ment	0
and	and	cc	and	and	0
Proviso	Proviso	n1	Proviso	proviso	0
were	were	vbdr	were	be	0
thrice	thrice	av	thrice	thrice	0
read	read	vvn	read	read	0
,	,	,	,	,	0
together	together	av	together	together	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Bill	Bill	n1	Bill	bill	0
,	,	,	,	,	0
and	and	cc	and	and	0
were	were	vbdr	were	be	0
sent	sent	vvn	sent	send	0
down	down	a-acp	down	down	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
House	House	n1	House	house	0
of	of	pp-f	of	of	0
Commons	Commons	n2	Commons	commons	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
consideration	consideration	n1	consideration	consideration	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
A	A	np1	A	A	0
∣	∣	sy	∣	∣	0
mendments	mendments	n2	mendments	mendment	0
and	and	cc	and	and	0
Proviso	Proviso	n1	Proviso	proviso	0
by	by	p-acp	by	by	0
Mr	Mr	n1	Mr	mr.	0
Attorney	Attorney	n1	Attorney	attorney	0
Gene	Gene	zz	Gene	gene	0
∣	∣	sy	∣	∣	0
ral	ral	n1	ral	ral	0
and	and	cc	and	and	0
Mr	Mr	n1	Mr	mr.	0
Dr	Dr	zz	Dr	dr	0
Stanhop	Stanhop	np1	Stanhop	Stanhop	0
.	.	.	.	.	1
The	The	dt	The	the	0
Bill	Bill	n1	Bill	bill	0
for	for	p-acp	for	for	0
reforming	reforming	vvg	reforming	reform	0
of	of	pp-f	of	of	0
sundry	sundry	j	sundry	sundry	0
abuses	abuses	n2	abuses	abuse	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
mitted	mitted	vvn	mitted	mit	0
by	by	p-acp	by	by	0
Souldiers	Souldiers	n2	Soldiers	soldier	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
in	in	p-acp	in	in	0
her	her	po31	her	her	0
Majesties	Majesties	ng1	Majesties	majesty	0
Services	Services	n2	Services	service	0
concerning	concerning	vvg	concerning	concern	0
the	the	dt	the	the	0
Wars	Wars	n2	Wars	war	0
was	was	vbds	was	be	0
read	read	vvn	read	read	0
primâ	primâ	fw-la	primâ	primâ	0
vice	vice	fw-la	vice	vice	0
.	.	.	.	.	1
A	A	dt	A	a	0
former	former	j	former	former	0
Bill	Bill	n1	Bill	bill	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
nature	nature	n1	nature	nature	0
having	having	vhg	having	have	0
been	been	vbn	been	be	0
consi	consi	fw-fr	consi	consi	0
∣	∣	sy	∣	∣	0
dered	dered	n1	dered	dered	0
of	of	pp-f	of	of	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Committees	Committees	n2	Committees	committee	0
was	was	vbds	was	be	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
refu	refu	n1	refum	refum	0
∣	∣	sy	∣	∣	0
sed	sed	zz	sed	sed	0
for	for	p-acp	for	for	0
many	many	d	many	many	0
defects	defects	n2	defects	defect	0
found	found	vvd	found	find	0
therein	therein	av	therein	therein	0
,	,	,	,	,	0
and	and	cc	and	and	0
this	this	d	this	this	0
pre	pre	fw-es	pre	pre	0
∣	∣	sy	∣	∣	0
ferr'd	ferr'd	vvn	ferred	fer	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
House	House	n1	House	house	0
instead	instead	av	instead	instead	0
thereof	thereof	av	thereof	thereof	0
.	.	.	.	.	1
The	The	dt	The	the	0
House	House	n1	House	house	0
having	having	vhg	having	have	0
not	not	xx	not	not	0
time	time	n1	time	time	0
to	to	pc-acp	to	to	0
hear	hear	vvi	hear	hear	0
the	the	dt	the	the	0
Coun	Coun	vvi	Con	con	0
∣	∣	sy	∣	∣	0
cel	cel	zz	cel	cel	0
Learned	Learned	vvn	Learned	learn	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
behalf	behalf	n1	behalf	behalf	0
of	of	pp-f	of	of	0
George	George	np1	George	George	0
Ognell	Ognell	np1	Ognell	Ognell	0
and	and	cc	and	and	0
those	those	d	those	those	0
that	that	cst	that	that	0
follow	follow	vvb	follow	follow	0
the	the	dt	the	the	0
Bill	Bill	n1	Bill	bill	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Hospital	Hospital	n1	Hospital	hospital	0
of	of	pp-f	of	of	0
War	War	n1	War	war	0
∣	∣	sy	∣	∣	0
wick	wick	n1	wick	wick	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
was	was	vbds	was	be	0
formerly	formerly	av-j	formerly	former	0
appointed	appointed	vvn	appointed	appoint	0
,	,	,	,	,	0
a	a	dt	a	a	0
new	new	j	new	new	0
time	time	n1	time	time	0
was	was	vbds	was	be	0
appointed	appointed	vvn	appointed	appoint	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
hearing	hearing	n-vvg	hearing	hear	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
viz.	viz.	n1	viz.	viz.	0
on	on	p-acp	on	on	0
Monday	Monday	np1	Monday	Monday	0
Morning	Morning	n1	Morning	morning	0
next	next	ord	next	next	0
,	,	,	,	,	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
23th	23th	ord	23th	23th	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
instant	instant	j-jn	instant	instant	0
January	January	np1	January	January	0
.	.	.	.	.	1
Four	Four	crd	Four	four	0
Bills	Bills	n2	Bills	bill	0
were	were	vbdr	were	be	0
brought	brought	vvn	brought	bring	0
up	up	a-acp	up	up	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
House	House	n1	House	house	0
of	of	pp-f	of	of	0
Commons	Commons	n2	Commons	commons	0
by	by	p-acp	by	by	0
Sir	Sir	n1	Sir	sir	0
William	William	np1	William	William	0
Knolles	Knolles	np1	Knolles	Knolles	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
;	;	;	;	;	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
first	first	ord	first	first	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
Bill	Bill	n1	Bill	bill	0
to	to	pc-acp	to	to	0
reform	reform	vvi	reform	reform	0
deceit	deceit	n1	deceit	deceit	0
and	and	cc	and	and	0
breaches	breaches	n2	breaches	breach	0
of	of	pp-f	of	of	0
Trust	Trust	n1	Trust	trust	0
touching	touching	vvg	touching	touch	0
Lands	Lands	n2	Lands	land	0
given	given	vvn	given	give	0
to	to	p-acp	to	to	0
Charitable	Charitable	j	Charitable	charitable	0
uses	uses	n2	uses	use	0
,	,	,	,	,	0
was	was	vbds	was	be	0
read	read	vvn	read	read	0
primâ	primâ	fw-la	primâ	primâ	0
vice	vice	fw-la	vice	vice	0
.	.	.	.	.	1
On	On	p-acp	On	on	0
Saturday	Saturday	np1	Saturday	Saturday	0
the	the	dt	the	the	0
21th	21th	ord	21th	21th	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
January	January	np1	January	January	0
,	,	,	,	,	0
Four	Four	crd	Four	four	0
Bills	Bills	n2	Bills	bill	0
of	of	pp-f	of	of	0
no	no	dx	no	no	0
great	great	j	great	great	0
moment	moment	n1	moment	moment	0
had	had	vhd	had	have	0
each	each	d	each	each	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
one	one	crd	one	one	0
reading	reading	vvg	reading	read	0
;	;	;	;	;	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
second	second	ord	second	second	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
Bill	Bill	n1	Bill	bill	0
for	for	p-acp	for	for	0
repealing	repealing	n-vvg	repealing	repeal	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
branch	branch	n1	branch	branch	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Statute	Statute	n1	Statute	statute	0
made	made	vvd	made	make	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
thirty	thirty	crd	thirty	thirty	0
fourth	fourth	ord	fourth	four	0
year	year	n1	year	year	0
of	of	pp-f	of	of	0
Hen	Hen	n1	Hen	hen	0
.	.	.	.	.	1
8.	8.	crd	8.	8.	1
Intituled	Intituled	vvn	Entitled	entitle	0
the	the	dt	the	the	0
Ordi	Ordi	np1	Ordi	Ordi	0
∣	∣	sy	∣	∣	0
nance	nance	n1	nance	nance	0
of	of	pp-f	of	of	0
Wales	Wales	n2	Wales	wale	0
,	,	,	,	,	0
was	was	vbds	was	be	0
read	read	vvn	read	read	0
secunda	secunda	fw-la	secunda	secunda	0
vice	vice	fw-la	vice	vice	0
,	,	,	,	,	0
and	and	cc	and	and	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
mitted	mitted	vvn	mitted	mit	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
Archbishop	Archbishop	n1	Archbishop	archbishop	0
of	of	pp-f	of	of	0
Canterbury	Canterbury	np1	Canterbury	Canterbury	0
,	,	,	,	,	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Marshall	Marshall	j	Marshal	martial	0
,	,	,	,	,	0
the	the	dt	the	the	0
Earl	Earl	n1	Earl	earl	0
of	of	pp-f	of	of	0
Shrewsbury	Shrewsbury	np1	Shrewsbury	Shrewsbury	0
,	,	,	,	,	0
the	the	dt	the	the	0
Earl	Earl	n1	Earl	earl	0
of	of	pp-f	of	of	0
Worcester	Worcester	np1	Worcester	Worcester	0
,	,	,	,	,	0
the	the	dt	the	the	0
Bishop	Bishop	n1	Bishop	bishop	0
of	of	pp-f	of	of	0
Worcester	Worcester	np1	Worcester	Worcester	0
,	,	,	,	,	0
the	the	dt	the	the	0
Bishop	Bishop	n1	Bishop	bishop	0
of	of	pp-f	of	of	0
Landaff	Landaff	np1	Landaff	Landaff	0
,	,	,	,	,	0
the	the	dt	the	the	0
Bishop	Bishop	n1	Bishop	bishop	0
of	of	pp-f	of	of	0
Chester	Chester	np1	Chester	Chester	0
,	,	,	,	,	0
the	the	dt	the	the	0
